user_id,week,quiz_correct
3371,9,0.2645207890720391
3378,0,0.9736842105263158
3378,1,
3378,2,0.7166666666666667
3378,3,0.6333333333333333
3378,4,0.675
3378,5,0.78125
3378,6,
3378,7,
3378,8,
3378,9,
3434,0,0.9385968421052632
3434,1,0.425
3434,2,0.7795611111111111
3434,3,
3434,4,
3434,5,
3434,6,
3434,7,
3434,8,
3434,9,
3504,0,0.8442981578947368
3504,1,0.6555555000000001
3504,2,0.6572419444444445
3504,3,
3504,4,
3504,5,
3504,6,
3504,7,
3504,8,
3504,9,
3518,0,0.6140347368421053
3518,1,0.158333
3518,2,0.6809525000000001
3518,3,0.4466666666666666
3518,4,
3518,5,0.8359375
3518,6,0.6666666666666667
3518,7,0.475
3518,8,0.3823529411764705
3518,9,0.6016123214285715
3551,0,0.8421052631578947
3551,1,0.3
3551,2,
3551,3,
3551,4,
3551,5,
3551,6,
3551,7,
3551,8,
3551,9,
3731,0,0.9473684210526316
3731,1,0.9666665
3731,2,0.913093472222222
3731,3,0.73
3731,4,0.725
3731,5,0.90625
3731,6,0.5092588888888889
3731,7,0.75
3731,8,0.5882352941176471
3731,9,0.6335763888888889
3762,0,0.8421052631578947
3762,1,
3762,2,
3762,3,
3762,4,
3762,5,
3762,6,
3762,7,
3762,8,
3762,9,
3764,0,0.77193
3764,1,
3764,2,0.81220125
3764,3,0.3
3764,4,0.09
3764,5,0.703125
3764,6,0.7916666666666666
3764,7,0.64375
3764,8,0.6911764705882353
3764,9,0.5515401264880953
3891,0,
3891,1,
3891,2,0.4023808333333333
3891,3,0.5133333333333333
3891,4,0.29
3891,5,0.8229166666666666
3891,6,0.6805555555555556
3891,7,
3891,8,
3891,9,
3952,0,0.9824561403508772
3952,1,0.8833332
3952,2,0.959352380952381
3952,3,0.8633333333333333
3952,4,0.9
3952,5,0.96875
3952,6,0.9444444444444444
3952,7,0.725
3952,8,1.0
3952,9,0.8261289682539683
3982,0,0.3070178947368421
3982,1,
3982,2,
3982,3,
3982,4,
3982,5,
3982,6,
3982,7,
3982,8,
3982,9,
4036,0,0.2719294736842105
4036,1,0.0666667
4036,2,
4036,3,
4036,4,
4036,5,
4036,6,
4036,7,
4036,8,
4036,9,
4165,0,0.4473684210526316
4165,1,
4165,2,0.6158730555555555
4165,3,
4165,4,
4165,5,
4165,6,
4165,7,
4165,8,
4165,9,
4167,0,0.7769425563909775
4167,1,0.335
4167,2,0.8766991666666666
4167,3,0.4155555555555555
4167,4,0.5916666666666667
4167,5,0.6015625
4167,6,0.7006174074074073
4167,7,0.8250000000000001
4167,8,0.5378151260504201
4167,9,0.4804949587301587
4249,0,0.868421052631579
4249,1,
4249,2,
4249,3,
4249,4,
4249,5,
4249,6,
4249,7,
4249,8,
4249,9,
4336,0,0.8771928421052632
4336,1,0.7891665999999999
4336,2,0.9070238333333334
4336,3,
4336,4,
4336,5,
4336,6,
4336,7,
4336,8,
4336,9,
4787,0,0.897660701754386
4787,1,0.49
4787,2,0.9029013541666668
4787,3,0.325
4787,4,0.5666666666666667
4787,5,0.6145833333333334
4787,6,0.6929012962962963
4787,7,0.36
4787,8,0.3697478991596639
4787,9,0.6868056388888889
5038,0,0.4649126315789473
5038,1,
5038,2,
5038,3,
5038,4,
5038,5,
5038,6,
5038,7,
5038,8,
5038,9,
5092,0,0.6572198380566802
5092,1,
5092,2,0.8385716666666667
5092,3,0.3725490196078431
5092,4,0.4855555555555556
5092,5,0.8203125
5092,6,0.5902777777777778
5092,7,0.5249999999999999
5092,8,0.5947712418300655
5092,9,0.5718657837301587
5565,0,0.640351052631579
5565,1,0.8625
5565,2,0.6345241666666667
5565,3,
5565,4,
5565,5,
5565,6,
5565,7,
5565,8,
5565,9,
5699,0,0.4473684210526316
5699,1,
5699,2,0.7178574999999999
5699,3,
5699,4,
5699,5,
5699,6,
5699,7,
5699,8,
5699,9,
5741,0,0.6666668421052632
5741,1,0.15
5741,2,
5741,3,
5741,4,
5741,5,
5741,6,
5741,7,
5741,8,
5741,9,
5776,0,0.9078947368421052
5776,1,0.7770835
5776,2,0.8525503571428572
5776,3,
5776,4,
5776,5,
5776,6,
5776,7,
5776,8,
5776,9,
5896,0,0.846491052631579
5896,1,0.283333
5896,2,0.8001980555555557
5896,3,0.4555555555555555
5896,4,0.5925
5896,5,0.8229166666666666
5896,6,0.7611111111111111
5896,7,0.585
5896,8,0.6764705882352942
5896,9,0.6423889866780046
5929,0,0.9152045614035088
5929,1,
5929,2,
5929,3,
5929,4,
5929,5,
5929,6,
5929,7,
5929,8,
5929,9,
5971,0,0.5087715789473685
5971,1,
5971,2,
5971,3,
5971,4,
5971,5,
5971,6,
5971,7,
5971,8,
5971,9,
6099,0,0.5789473684210527
6099,1,
6099,2,
6099,3,
6099,4,
6099,5,
6099,6,
6099,7,
6099,8,
6099,9,
6234,0,0.7807017543859649
6234,1,0.775
6234,2,0.7949412499999999
6234,3,0.6933333333333334
6234,4,0.575
6234,5,0.8125
6234,6,0.8240740740740741
6234,7,0.8666666666666667
6234,8,0.6029411764705882
6234,9,0.7675926666666666
6255,0,0.7763157894736843
6255,1,0.6
6255,2,0.7074404166666666
6255,3,0.7266666666666667
6255,4,0.385
6255,5,0.703125
6255,6,
6255,7,
6255,8,
6255,9,
6288,0,0.5263157894736842
6288,1,
6288,2,
6288,3,
6288,4,
6288,5,
6288,6,
6288,7,
6288,8,
6288,9,
6329,0,0.7719294736842105
6329,1,
6329,2,0.6136908333333333
6329,3,
6329,4,
6329,5,
6329,6,
6329,7,
6329,8,
6329,9,
6372,0,0.9298245614035088
6372,1,
6372,2,0.7910702777777777
6372,3,
6372,4,
6372,5,
6372,6,
6372,7,
6372,8,
6372,9,
6462,0,0.9736842105263156
6462,1,0.9166665
6462,2,0.9625
6462,3,0.9044444444444444
6462,4,0.95
6462,5,0.9791666666666666
6462,6,
6462,7,
6462,8,
6462,9,
6472,0,0.2894736842105263
6472,1,
6472,2,
6472,3,
6472,4,
6472,5,
6472,6,
6472,7,
6472,8,
6472,9,
6795,0,0.9473684210526316
6795,1,
6795,2,0.8273804166666666
6795,3,
6795,4,
6795,5,
6795,6,
6795,7,
6795,8,
6795,9,
6808,0,0.9385968421052632
6808,1,0.6499999999999999
6808,2,0.8279745833333334
6808,3,0.8
6808,4,0.7375
6808,5,0.84375
6808,6,0.7708333333333333
6808,7,0.3999999999999999
6808,8,0.8823529411764706
6808,9,0.898534074074074
6818,0,0.8625733333333333
6818,1,
6818,2,
6818,3,
6818,4,
6818,5,
6818,6,
6818,7,
6818,8,
6818,9,
7153,0,0.736842105263158
7153,1,
7153,2,
7153,3,
7153,4,
7153,5,
7153,6,
7153,7,
7153,8,
7153,9,
7192,0,0.3684210526315789
7192,1,
7192,2,
7192,3,
7192,4,
7192,5,
7192,6,
7192,7,
7192,8,
7192,9,
7316,0,0.9298247368421052
7316,1,1.0
7316,2,0.852976111111111
7316,3,
7316,4,
7316,5,
7316,6,
7316,7,
7316,8,
7316,9,
7489,0,0.7017542105263158
7489,1,
7489,2,
7489,3,
7489,4,
7489,5,
7489,6,
7489,7,
7489,8,
7489,9,
7524,0,0.9605263157894736
7524,1,0.8083335
7524,2,0.8839250000000001
7524,3,0.95
7524,4,0.8983333333333334
7524,5,0.953125
7524,6,0.8796297222222222
7524,7,0.8
7524,8,0.9411764705882352
7524,9,0.4579724665178571
7550,0,0.8585526315789473
7550,1,0.4464285714285714
7550,2,0.8806965476190476
7550,3,0.3842857142857143
7550,4,0.3508333333333333
7550,5,0.609375
7550,6,
7550,7,
7550,8,
7550,9,
8036,0,0.5614036842105263
8036,1,
8036,2,0.7011908333333333
8036,3,0.2166666666666666
8036,4,
8036,5,
8036,6,
8036,7,
8036,8,
8036,9,
8191,0,0.6052631578947368
8191,1,0.125
8191,2,0.4571429166666666
8191,3,
8191,4,
8191,5,
8191,6,
8191,7,
8191,8,
8191,9,
8246,0,0.52193
8246,1,0.175
8246,2,0.7267858333333334
8246,3,
8246,4,
8246,5,
8246,6,
8246,7,
8246,8,
8246,9,
8261,0,0.9795322807017544
8261,1,
8261,2,0.6925595833333333
8261,3,
8261,4,
8261,5,
8261,6,
8261,7,
8261,8,
8261,9,
8380,0,1.0
8380,1,1.0
8380,2,0.9940458333333332
8380,3,1.0
8380,4,0.95
8380,5,0.96875
8380,6,0.939815
8380,7,0.975
8380,8,1.0
8380,9,0.9227464790764792
8457,0,0.9649122807017544
8457,1,0.7361110000000001
8457,2,0.9146805555555556
8457,3,0.8733333333333333
8457,4,0.775
8457,5,0.9375
8457,6,0.8333333333333333
8457,7,0.86875
8457,8,0.8823529411764706
8457,9,0.7055176388888889
8516,0,0.4824557894736842
8516,1,0.25
8516,2,0.4309525
8516,3,0.2333333333333333
8516,4,0.4349999999999999
8516,5,0.625
8516,6,0.2407411111111111
8516,7,0.15
8516,8,0.2058823529411764
8516,9,0.3825233333333333
8520,0,0.7938594736842106
8520,1,
8520,2,0.7684525
8520,3,
8520,4,
8520,5,
8520,6,
8520,7,
8520,8,
8520,9,
8875,0,0.8771926315789473
8875,1,
8875,2,
8875,3,
8875,4,
8875,5,
8875,6,
8875,7,
8875,8,
8875,9,
8913,0,0.9532164912280702
8913,1,0.7833335
8913,2,0.9440458333333336
8913,3,0.8733333333333334
8913,4,0.865
8913,5,0.96875
8913,6,0.9444444444444444
8913,7,0.8125
8913,8,1.0
8913,9,0.9072807936507936
9303,0,0.8947368421052632
9303,1,0.5
9303,2,
9303,3,
9303,4,
9303,5,
9303,6,
9303,7,
9303,8,
9303,9,
9326,0,0.4210526315789473
9326,1,
9326,2,0.700595
9326,3,
9326,4,
9326,5,
9326,6,
9326,7,
9326,8,
9326,9,
9507,0,0.8713452631578947
9507,1,0.360417
9507,2,0.49017875
9507,3,0.3533333333333333
9507,4,0.4925
9507,5,0.84375
9507,6,0.8009261111111111
9507,7,0.6
9507,8,0.5588235294117647
9507,9,0.5177534556878306
10075,0,0.8333336842105263
10075,1,
10075,2,
10075,3,
10075,4,
10075,5,
10075,6,
10075,7,
10075,8,
10075,9,
10190,0,0.926900701754386
10190,1,
10190,2,
10190,3,
10190,4,
10190,5,
10190,6,
10190,7,
10190,8,
10190,9,
10538,0,0.4590642105263158
10538,1,
10538,2,0.4684524999999999
10538,3,
10538,4,
10538,5,
10538,6,
10538,7,
10538,8,
10538,9,
10892,0,1.0
10892,1,0.81875
10892,2,0.9278571666666666
10892,3,0.89
10892,4,0.5691666666666667
10892,5,0.875
10892,6,0.904321111111111
10892,7,0.5357142857142857
10892,8,0.75
10892,9,0.7540837784679089
10923,0,0.5921052631578947
10923,1,0.125
10923,2,
10923,3,
10923,4,
10923,5,
10923,6,
10923,7,
10923,8,
10923,9,
10967,0,0.714912105263158
10967,1,
10967,2,
10967,3,
10967,4,
10967,5,
10967,6,
10967,7,
10967,8,
10967,9,
11215,0,0.3508768421052631
11215,1,
11215,2,
11215,3,
11215,4,
11215,5,
11215,6,
11215,7,
11215,8,
11215,9,
11367,0,0.9064329824561402
11367,1,
11367,2,
11367,3,
11367,4,
11367,5,
11367,6,
11367,7,
11367,8,
11367,9,
11534,0,0.8947368421052632
11534,1,0.766667
11534,2,
11534,3,
11534,4,
11534,5,
11534,6,
11534,7,
11534,8,
11534,9,
11613,0,0.8842105263157896
11613,1,0.5785714285714285
11613,2,0.7706835416666666
11613,3,0.6966666666666667
11613,4,0.7400000000000001
11613,5,0.8
11613,6,0.7569444444444444
11613,7,0.61
11613,8,0.8455882352941176
11613,9,0.7080026497113997
11794,0,0.9473684210526316
11794,1,0.7944443333333333
11794,2,0.91235
11794,3,0.7833333333333333
11794,4,0.805
11794,5,0.9140625
11794,6,0.8314815555555555
11794,7,0.7916666666666666
11794,8,0.9411764705882352
11794,9,0.5932115773809524
11904,0,0.7982452631578948
11904,1,0.1375
11904,2,
11904,3,
11904,4,
11904,5,
11904,6,
11904,7,
11904,8,
11904,9,
11989,0,0.8596494736842105
11989,1,
11989,2,
11989,3,
11989,4,
11989,5,
11989,6,
11989,7,
11989,8,
11989,9,
12146,0,0.54386
12146,1,
12146,2,
12146,3,
12146,4,
12146,5,
12146,6,
12146,7,
12146,8,
12146,9,
12154,0,0.9473684210526316
12154,1,0.675
12154,2,0.825595
12154,3,0.3
12154,4,
12154,5,
12154,6,
12154,7,
12154,8,
12154,9,
12241,0,0.8859649122807017
12241,1,0.315
12241,2,0.73297675
12241,3,0.6577777777777778
12241,4,0.828125
12241,5,0.765625
12241,6,0.6597222222222222
12241,7,0.6941176470588236
12241,8,0.7279411764705882
12241,9,0.4690325148809524
12392,0,0.6701753684210526
12392,1,0.183333
12392,2,
12392,3,
12392,4,
12392,5,
12392,6,
12392,7,
12392,8,
12392,9,
12424,0,0.5210524210526316
12424,1,0.296875
12424,2,
12424,3,
12424,4,
12424,5,
12424,6,
12424,7,
12424,8,
12424,9,
12557,0,0.9736842105263158
12557,1,1.0
12557,2,0.9240083333333334
12557,3,0.9166666666666669
12557,4,0.9
12557,5,0.953125
12557,6,0.9629633333333332
12557,7,0.875
12557,8,0.9411764705882352
12557,9,0.9465060997732426
12616,0,0.9473684210526316
12616,1,
12616,2,0.9208333333333334
12616,3,0.8466666666666666
12616,4,0.6
12616,5,0.890625
12616,6,0.9135803703703704
12616,7,0.9083333333333332
12616,8,0.9019607843137256
12616,9,0.8315823363095238
12684,0,0.675438947368421
12684,1,
12684,2,
12684,3,
12684,4,
12684,5,
12684,6,
12684,7,
12684,8,
12684,9,
12803,0,0.9634505263157894
12803,1,
12803,2,
12803,3,
12803,4,
12803,5,
12803,6,
12803,7,
12803,8,
12803,9,
12830,0,0.824561052631579
12830,1,
12830,2,0.5053575
12830,3,
12830,4,
12830,5,
12830,6,
12830,7,
12830,8,
12830,9,
12878,0,0.9590645614035088
12878,1,
12878,2,
12878,3,
12878,4,
12878,5,
12878,6,
12878,7,
12878,8,
12878,9,
13071,0,0.9605263157894736
13071,1,
13071,2,
13071,3,
13071,4,
13071,5,
13071,6,
13071,7,
13071,8,
13071,9,
13391,0,0.9736842105263158
13391,1,
13391,2,0.8630916666666667
13391,3,0.6666666666666667
13391,4,0.5066666666666667
13391,5,0.8854166666666666
13391,6,0.564815
13391,7,0.425
13391,8,0.4
13391,9,0.5523370274170274
13466,0,0.8333336842105263
13466,1,
13466,2,
13466,3,
13466,4,
13466,5,
13466,6,
13466,7,
13466,8,
13466,9,
13701,0,0.9356722807017545
13701,1,0.8833335
13701,2,0.9064278333333334
13701,3,0.8416666666666667
13701,4,0.5244444444444444
13701,5,0.875
13701,6,1.0
13701,7,0.5583333333333333
13701,8,0.361344537815126
13701,9,0.5652321378968254
13720,0,
13720,1,0.05
13720,2,
13720,3,
13720,4,
13720,5,
13720,6,
13720,7,
13720,8,
13720,9,
13804,0,0.9714913157894736
13804,1,0.825
13804,2,0.9761902777777776
13804,3,0.9333333333333332
13804,4,0.85
13804,5,0.9375
13804,6,0.9675927777777776
13804,7,1.0
13804,8,0.9411764705882352
13804,9,0.909503139329806
13886,0,0.8859647368421053
13886,1,0.7416665
13886,2,0.9097784523809525
13886,3,
13886,4,
13886,5,
13886,6,
13886,7,
13886,8,
13886,9,
13936,0,0.9364034210526316
13936,1,
13936,2,
13936,3,
13936,4,
13936,5,
13936,6,
13936,7,
13936,8,
13936,9,
13970,0,0.2631578947368421
13970,1,0.1
13970,2,0.2684525
13970,3,0.2
13970,4,0.12
13970,5,0.3125
13970,6,0.0648147777777777
13970,7,0.05
13970,8,0.088235294117647
13970,9,0.3009820386904762
14101,0,0.9254384210526316
14101,1,0.85
14101,2,0.9572898611111113
14101,3,0.6733333333333333
14101,4,0.60625
14101,5,0.9375
14101,6,0.7907406666666666
14101,7,0.875
14101,8,0.9852941176470588
14101,9,0.6292650429000428
14255,0,0.6278195488721804
14255,1,
14255,2,0.7353410416666667
14255,3,
14255,4,
14255,5,
14255,6,
14255,7,
14255,8,
14255,9,
14379,0,0.824561052631579
14379,1,0.241667
14379,2,0.7928575000000001
14379,3,
14379,4,
14379,5,
14379,6,
14379,7,
14379,8,
14379,9,
14519,0,0.7017547368421052
14519,1,0.775
14519,2,0.6636908333333332
14519,3,0.23
14519,4,0.425
14519,5,
14519,6,
14519,7,
14519,8,
14519,9,
14912,0,0.9473684210526316
14912,1,0.9
14912,2,0.909165
14912,3,
14912,4,
14912,5,
14912,6,
14912,7,
14912,8,
14912,9,
14992,0,0.9166668421052632
14992,1,0.6625
14992,2,0.8592245833333334
14992,3,0.660952380952381
14992,4,0.6950000000000001
14992,5,0.890625
14992,6,0.8078702777777778
14992,7,0.4625
14992,8,0.7843137254901961
14992,9,0.6645880992063492
15245,0,0.9473684210526316
15245,1,1.0
15245,2,0.92721
15245,3,0.8066666666666666
15245,4,0.975
15245,5,0.7951388888888888
15245,6,0.9004630555555555
15245,7,0.9
15245,8,0.9264705882352942
15245,9,0.9099555357142858
15579,0,0.8947368421052632
15579,1,
15579,2,
15579,3,
15579,4,
15579,5,
15579,6,
15579,7,
15579,8,
15579,9,
15649,0,1.0
15649,1,
15649,2,0.9360083333333334
15649,3,0.7333333333333333
15649,4,
15649,5,1.0
15649,6,
15649,7,
15649,8,
15649,9,
15762,0,0.7543859649122807
15762,1,
15762,2,
15762,3,
15762,4,
15762,5,
15762,6,
15762,7,
15762,8,
15762,9,
15892,0,0.9473684210526316
15892,1,0.633333
15892,2,0.8958333333333334
15892,3,0.88
15892,4,0.7575
15892,5,0.875
15892,6,
15892,7,
15892,8,
15892,9,
16195,0,0.7854251012145748
16195,1,
16195,2,0.7231864015151516
16195,3,0.2
16195,4,
16195,5,
16195,6,
16195,7,
16195,8,
16195,9,
16200,0,0.6403505263157895
16200,1,
16200,2,
16200,3,
16200,4,
16200,5,
16200,6,
16200,7,
16200,8,
16200,9,
16749,0,0.7894736842105263
16749,1,
16749,2,
16749,3,
16749,4,
16749,5,
16749,6,
16749,7,
16749,8,
16749,9,
16979,0,0.8947368421052632
16979,1,0.308333
16979,2,0.846425
16979,3,
16979,4,
16979,5,0.9166666666666666
16979,6,
16979,7,
16979,8,
16979,9,
17070,0,0.9407892105263158
17070,1,0.3666669999999999
17070,2,0.8305547222222222
17070,3,0.4444444444444444
17070,4,0.5666666666666667
17070,5,0.796875
17070,6,0.62037
17070,7,0.6
17070,8,0.5294117647058824
17070,9,0.5873842361111111
17167,0,0.6859648421052631
17167,1,0.3125
17167,2,0.690624375
17167,3,0.2566666666666666
17167,4,0.5425
17167,5,
17167,6,
17167,7,
17167,8,
17167,9,0.6548705277777778
17443,0,0.6754385964912281
17443,1,0.25
17443,2,0.5330358333333335
17443,3,
17443,4,
17443,5,
17443,6,
17443,7,
17443,8,
17443,9,
17444,0,0.9561405263157896
17444,1,
17444,2,
17444,3,
17444,4,
17444,5,
17444,6,
17444,7,
17444,8,
17444,9,
17583,0,0.692982105263158
17583,1,
17583,2,
17583,3,
17583,4,
17583,5,
17583,6,
17583,7,
17583,8,
17583,9,
17814,0,0.8684210526315789
17814,1,
17814,2,0.8190461666666667
17814,3,
17814,4,
17814,5,
17814,6,
17814,7,
17814,8,
17814,9,
18108,0,0.9736842105263158
18108,1,0.9
18108,2,0.8875000000000001
18108,3,0.7666666666666666
18108,4,0.8
18108,5,1.0
18108,6,1.0
18108,7,0.875
18108,8,0.8235294117647058
18108,9,0.9618055555555556
18403,0,0.9473684210526316
18403,1,0.8
18403,2,0.6494050000000001
18403,3,0.5666666666666667
18403,4,0.595
18403,5,0.875
18403,6,0.6944444444444444
18403,7,0.575
18403,8,0.6176470588235294
18403,9,0.7359143253968254
18455,0,1.0
18455,1,
18455,2,
18455,3,
18455,4,
18455,5,
18455,6,
18455,7,
18455,8,
18455,9,
19195,0,0.8654971929824562
19195,1,0.9
19195,2,0.9351208333333332
19195,3,0.8883333333333334
19195,4,0.87375
19195,5,0.8958333333333334
19195,6,0.9166666666666666
19195,7,0.8250000000000001
19195,8,0.7352941176470588
19195,9,0.8770919536019536
19282,0,0.9210526315789472
19282,1,
19282,2,
19282,3,
19282,4,
19282,5,
19282,6,
19282,7,
19282,8,
19282,9,
19358,0,0.4941519298245614
19358,1,0.875
19358,2,0.6422616666666666
19358,3,
19358,4,
19358,5,
19358,6,
19358,7,
19358,8,
19358,9,
19412,0,0.9210526315789472
19412,1,0.4875
19412,2,0.5428575
19412,3,
19412,4,
19412,5,
19412,6,
19412,7,
19412,8,
19412,9,
19561,0,0.9473684210526316
19561,1,
19561,2,
19561,3,
19561,4,
19561,5,
19561,6,
19561,7,
19561,8,
19561,9,
19562,0,0.8421052631578947
19562,1,
19562,2,
19562,3,
19562,4,
19562,5,
19562,6,
19562,7,
19562,8,
19562,9,
19942,0,1.0
19942,1,0.93125
19942,2,0.9791666666666666
19942,3,1.0
19942,4,1.0
19942,5,0.6875
19942,6,
19942,7,
19942,8,
19942,9,
20108,0,0.9385963157894736
20108,1,
20108,2,
20108,3,
20108,4,
20108,5,
20108,6,
20108,7,
20108,8,
20108,9,
20248,0,0.6491231578947368
20248,1,
20248,2,
20248,3,
20248,4,
20248,5,
20248,6,
20248,7,
20248,8,
20248,9,
20321,0,0.7894736842105263
20321,1,
20321,2,
20321,3,
20321,4,
20321,5,
20321,6,
20321,7,
20321,8,
20321,9,
20413,0,0.8684210526315789
20413,1,0.383333
20413,2,0.8037705555555555
20413,3,0.7711111111111112
20413,4,0.77
20413,5,0.9375
20413,6,0.8086418518518519
20413,7,0.475
20413,8,0.7058823529411765
20413,9,0.6832871428571429
20425,0,0.7105263157894737
20425,1,
20425,2,
20425,3,
20425,4,
20425,5,
20425,6,
20425,7,
20425,8,
20425,9,
20490,0,0.956140350877193
20490,1,
20490,2,
20490,3,
20490,4,
20490,5,
20490,6,
20490,7,
20490,8,
20490,9,
20498,0,0.7105263157894737
20498,1,
20498,2,
20498,3,
20498,4,
20498,5,
20498,6,
20498,7,
20498,8,
20498,9,
20695,0,0.7690059649122807
20695,1,
20695,2,0.8254456250000001
20695,3,
20695,4,
20695,5,
20695,6,
20695,7,
20695,8,
20695,9,
21058,0,0.824561052631579
21058,1,
21058,2,0.7875000000000001
21058,3,0.7216666666666667
21058,4,0.64125
21058,5,0.6875
21058,6,0.8333333333333333
21058,7,0.8
21058,8,0.8725490196078431
21058,9,0.676526996031746
21202,0,0.885965
21202,1,0.2
21202,2,
21202,3,
21202,4,
21202,5,
21202,6,
21202,7,
21202,8,
21202,9,
21563,0,0.8771929824561404
21563,1,
21563,2,
21563,3,
21563,4,
21563,5,
21563,6,
21563,7,
21563,8,
21563,9,
21615,0,
21615,1,
21615,2,0.4636908333333333
21615,3,
21615,4,
21615,5,
21615,6,
21615,7,
21615,8,
21615,9,
21923,0,0.6578947368421053
21923,1,
21923,2,
21923,3,
21923,4,
21923,5,
21923,6,
21923,7,
21923,8,
21923,9,
21971,0,0.9590642105263156
21971,1,0.633333
21971,2,
21971,3,
21971,4,
21971,5,
21971,6,
21971,7,
21971,8,
21971,9,
22599,0,0.9005849122807018
22599,1,0.438889
22599,2,0.7568458333333333
22599,3,
22599,4,
22599,5,0.765625
22599,6,
22599,7,
22599,8,
22599,9,
22747,0,0.2807021052631578
22747,1,
22747,2,
22747,3,
22747,4,
22747,5,
22747,6,
22747,7,
22747,8,
22747,9,
22894,0,0.9590642105263156
22894,1,
22894,2,0.8297616666666667
22894,3,
22894,4,
22894,5,
22894,6,
22894,7,
22894,8,
22894,9,
23129,0,0.9385964912280702
