user_id,order_id,problem_id,skill_name,correct,prior_success,prior_failure
71826,20433325,57692,Circle Graph,1,3,1
71829,33468868,93388,Circle Graph,0,0,0
71830,33408576,92331,Circle Graph,0,0,0
71830,33973224,92316,Circle Graph,1,0,1
71877,20426364,47129,Circle Graph,0,0,0
71877,20427027,57710,Circle Graph,0,0,1
71877,20427653,47065,Circle Graph,1,0,2
71877,20427850,47069,Circle Graph,1,1,2
71877,20428259,47057,Circle Graph,1,2,2
71881,29432334,92320,Circle Graph,1,0,0
71881,32867814,92323,Circle Graph,0,1,0
71881,35452842,93388,Circle Graph,0,1,1
71881,35452920,93462,Circle Graph,0,1,2
71881,35452961,93387,Circle Graph,1,1,3
71881,35452968,93457,Circle Graph,0,2,3
71881,35452977,93419,Circle Graph,1,2,4
71881,35455530,58557,Circle Graph,1,3,4
71881,35455538,57647,Circle Graph,0,4,4
71881,35455816,58566,Circle Graph,1,4,5
71881,35455823,58584,Circle Graph,1,5,5
71881,35455830,57695,Circle Graph,1,6,5
71881,35455850,47051,Circle Graph,0,7,5
71881,35455871,47150,Circle Graph,0,7,6
71881,35455910,47049,Circle Graph,0,7,7
71881,35455966,47120,Circle Graph,1,7,8
71881,35455978,47048,Circle Graph,1,8,8
71881,35460671,57659,Circle Graph,0,9,8
71881,35460706,47059,Circle Graph,0,9,9
71881,35460719,57680,Circle Graph,1,9,10
71881,35460728,57677,Circle Graph,1,10,10
71881,35460734,47041,Circle Graph,1,11,10
72059,31777523,92316,Circle Graph,1,0,0
72059,33409475,93459,Circle Graph,1,1,0
72059,33409514,57662,Circle Graph,1,2,0
72059,33409548,58554,Circle Graph,1,3,0
72059,33409595,47108,Circle Graph,1,4,0
72059,33409641,57692,Circle Graph,1,5,0
72378,33305251,93389,Circle Graph,1,0,0
72378,33305580,47075,Circle Graph,1,1,0
72378,33305625,47078,Circle Graph,1,2,0
72378,33305667,58584,Circle Graph,1,3,0
72378,33305725,58599,Circle Graph,1,4,0
72880,34253438,93388,Circle Graph,0,0,0
72880,34253509,93373,Circle Graph,0,0,1
73684,30328299,92329,Circle Graph,1,0,0
73684,32515841,92316,Circle Graph,0,1,0
73684,32515884,92323,Circle Graph,1,1,1
73684,32515901,92348,Circle Graph,1,2,1
73684,33774587,93413,Circle Graph,0,3,1
73684,33774630,93416,Circle Graph,0,3,2
73684,33774663,93439,Circle Graph,0,3,3
73684,34275494,93434,Circle Graph,1,3,4
73684,34275658,57710,Circle Graph,0,4,4
73684,34275776,57680,Circle Graph,1,4,5
73684,34275799,57707,Circle Graph,1,5,5
73684,34275821,58584,Circle Graph,1,6,5
73685,29873945,92354,Circle Graph,1,0,0
73685,29874113,92333,Circle Graph,1,1,0
73685,35028422,92336,Circle Graph,0,2,0
73685,35028542,92342,Circle Graph,1,2,1
73962,30106581,92327,Circle Graph,1,0,0
73962,30106998,92353,Circle Graph,0,1,0
73962,34998324,93391,Circle Graph,0,1,1
73962,34998370,93401,Circle Graph,1,1,2
73962,34998387,93469,Circle Graph,0,2,2
73962,34998433,93407,Circle Graph,0,2,3
73962,34998451,93409,Circle Graph,1,2,4
73962,34998463,93374,Circle Graph,1,3,4
74384,30816284,92340,Circle Graph,0,0,0
74459,20722601,57650,Circle Graph,1,0,0
74459,20722609,57653,Circle Graph,0,1,0
74459,20722666,47108,Circle Graph,1,1,1
74459,20722703,57728,Circle Graph,1,2,1
74459,20722724,47105,Circle Graph,0,3,1
74459,36371426,57710,Circle Graph,0,3,2
74459,36371444,57677,Circle Graph,0,3,3
74459,36371459,57689,Circle Graph,0,3,4
74459,36371474,57704,Circle Graph,0,3,5
74459,36371489,57644,Circle Graph,0,3,6
74459,36371505,57713,Circle Graph,0,3,7
74459,36371523,47050,Circle Graph,0,3,8
74459,36371529,47138,Circle Graph,0,3,9
74674,20430689,57644,Circle Graph,1,0,0
74698,34133299,92344,Circle Graph,0,0,0
75169,29409644,92338,Circle Graph,1,0,0
75169,29409715,92325,Circle Graph,1,1,0
75169,32181183,93391,Circle Graph,0,2,0
75169,32181194,93377,Circle Graph,1,2,1
75169,32181201,93430,Circle Graph,0,3,1
75169,32181209,93463,Circle Graph,1,3,2
75169,32181216,93464,Circle Graph,0,4,2
75169,32181222,93467,Circle Graph,0,4,3
75169,32181231,93437,Circle Graph,1,4,4
75169,32181242,58596,Circle Graph,1,5,4
75169,32181249,57650,Circle Graph,1,6,4
75169,32181261,47081,Circle Graph,0,7,4
75169,32181277,47042,Circle Graph,1,7,5
75169,32181283,47051,Circle Graph,1,8,5
75169,32181290,57704,Circle Graph,1,9,5
75169,32183014,93405,Circle Graph,1,10,5
75169,32417007,92354,Circle Graph,1,11,5
75169,32828196,93456,Circle Graph,1,12,5
75169,32828210,57692,Circle Graph,1,13,5
75169,32828216,57647,Circle Graph,1,14,5
75169,32828235,47087,Circle Graph,1,15,5
75169,32828264,47096,Circle Graph,1,16,5
77902,34261174,47042,Circle Graph,1,0,0
77939,23186262,93387,Circle Graph,1,0,0
77939,23186405,93380,Circle Graph,1,1,0
77939,23186497,93469,Circle Graph,0,2,0
77939,23186814,93412,Circle Graph,1,2,1
77939,23186866,93409,Circle Graph,1,3,1
77939,23186916,93431,Circle Graph,1,4,1
77945,22849532,93391,Circle Graph,1,0,0
77945,22849710,93417,Circle Graph,1,1,0
77945,22849978,93402,Circle Graph,1,2,0
77948,23186101,93466,Circle Graph,0,0,0
77948,23187015,93467,Circle Graph,0,0,1
77948,23187330,93388,Circle Graph,0,0,2
77948,23187560,93404,Circle Graph,1,0,3
77948,23187629,93434,Circle Graph,1,1,3
77948,23187713,93387,Circle Graph,1,2,3
77948,24307440,93402,Circle Graph,1,3,3
77948,24307534,93406,Circle Graph,1,4,3
77949,22037757,93375,Circle Graph,0,0,0
77949,22043544,93448,Circle Graph,0,0,1
77949,22044635,93394,Circle Graph,0,0,2
77949,22045051,93453,Circle Graph,0,0,3
77949,22045779,93467,Circle Graph,1,0,4
77949,22045896,93380,Circle Graph,0,1,4
77949,22046474,93411,Circle Graph,0,1,5
77954,22133000,93429,Circle Graph,0,0,0
77954,22133536,93418,Circle Graph,1,0,1
77954,22133658,93401,Circle Graph,0,1,1
77954,22134011,93406,Circle Graph,1,1,2
77954,22134111,93425,Circle Graph,1,2,2
77954,22134218,93463,Circle Graph,0,3,2
77954,22134603,93462,Circle Graph,1,3,3
77954,22135130,58581,Circle Graph,1,4,3
77954,22135327,57728,Circle Graph,0,5,3
77955,23210850,93396,Circle Graph,1,0,0
77955,23212126,93401,Circle Graph,1,1,0
77955,23212835,93452,Circle Graph,0,2,0
77955,23213048,93383,Circle Graph,1,2,1
77955,23213389,93378,Circle Graph,1,3,1
77955,23213702,93448,Circle Graph,0,4,1
77955,23215592,93407,Circle Graph,1,4,2
77955,23217439,93439,Circle Graph,0,5,2
77955,23217771,93379,Circle Graph,1,5,3
77955,24617929,93410,Circle Graph,1,6,3
77955,24618066,93400,Circle Graph,1,7,3
77956,23188090,93427,Circle Graph,0,0,0
77956,23188254,93470,Circle Graph,0,0,1
77956,23188347,93419,Circle Graph,1,0,2
77956,23188473,93455,Circle Graph,1,1,2
77956,23188566,93469,Circle Graph,0,2,2
77956,23188646,93408,Circle Graph,1,2,3
77956,23188719,93377,Circle Graph,1,3,3
77956,23188771,93434,Circle Graph,0,4,3
77956,23188878,93428,Circle Graph,1,4,4
77956,23188915,93455,Circle Graph,1,5,4
77956,23188954,93404,Circle Graph,1,6,4
77956,24305917,93393,Circle Graph,1,7,4
77957,23199505,93397,Circle Graph,0,0,0
77957,23199707,93379,Circle Graph,0,0,1
77957,23199779,93391,Circle Graph,1,0,2
77957,23200030,93375,Circle Graph,0,1,2
77957,23200105,93411,Circle Graph,1,1,3
77957,23200132,93424,Circle Graph,0,2,3
77957,23200299,93406,Circle Graph,1,2,4
77957,23200618,93417,Circle Graph,0,3,4
77957,23200752,93447,Circle Graph,0,3,5
77957,23200775,93441,Circle Graph,0,3,6
77957,23200836,93446,Circle Graph,0,3,7
77957,23200879,93442,Circle Graph,0,3,8
77957,23200925,93456,Circle Graph,0,3,9
77957,23200964,93458,Circle Graph,0,3,10
77957,23670306,93422,Circle Graph,0,3,11
77957,23670335,93423,Circle Graph,0,3,12
77957,24323271,93386,Circle Graph,0,3,13
77957,24323457,93389,Circle Graph,0,3,14
77957,24323944,93450,Circle Graph,0,3,15
77957,24324017,93410,Circle Graph,0,3,16
77957,24324276,93373,Circle Graph,0,3,17
77957,24324332,93437,Circle Graph,0,3,18
77957,24324414,93415,Circle Graph,0,3,19
77957,24324452,93398,Circle Graph,0,3,20
77957,24324501,93441,Circle Graph,0,3,21
77957,24324572,93380,Circle Graph,0,3,22
77957,24324615,93449,Circle Graph,0,3,23
77957,24324693,93433,Circle Graph,0,3,24
77957,24324758,93468,Circle Graph,1,3,25
77957,25081732,93399,Circle Graph,0,4,25
77957,25082013,93407,Circle Graph,0,4,26
77957,25082325,93414,Circle Graph,0,4,27
77957,25083449,93467,Circle Graph,0,4,28
77957,25083665,93447,Circle Graph,0,4,29
77957,25083928,93419,Circle Graph,0,4,30
77957,25084045,93388,Circle Graph,0,4,31
77957,25084360,93419,Circle Graph,0,4,32
77957,25084646,93375,Circle Graph,0,4,33
77957,25084732,93470,Circle Graph,0,4,34
77957,25084783,93457,Circle Graph,0,4,35
77957,25084825,93400,Circle Graph,0,4,36
77957,25084860,93459,Circle Graph,0,4,37
77957,25084886,93467,Circle Graph,0,4,38
77957,28735214,93435,Circle Graph,0,4,39
77957,29079851,93464,Circle Graph,0,4,40
77957,29080258,93457,Circle Graph,0,4,41
77957,29080421,93409,Circle Graph,0,4,42
77957,29080809,93390,Circle Graph,0,4,43
77957,29080942,93469,Circle Graph,0,4,44
77957,29081096,93456,Circle Graph,0,4,45
77957,29081733,93464,Circle Graph,0,4,46
77957,29082227,93379,Circle Graph,0,4,47
77957,29082405,93404,Circle Graph,0,4,48
77957,29082552,93431,Circle Graph,0,4,49
77957,29082720,93424,Circle Graph,0,4,50
77957,29082905,93401,Circle Graph,0,4,51
77957,29083057,93376,Circle Graph,0,4,52
77957,29387604,93465,Circle Graph,0,4,53
77957,29387716,93444,Circle Graph,0,4,54
77957,29387825,93394,Circle Graph,0,4,55
77957,29387889,93405,Circle Graph,0,4,56
77957,29387978,93372,Circle Graph,0,4,57
77957,29388025,93451,Circle Graph,0,4,58
77957,29388098,93383,Circle Graph,0,4,59
77957,29388182,93452,Circle Graph,0,4,60
77957,29388295,93408,Circle Graph,0,4,61
77957,29388458,93417,Circle Graph,0,4,62
77957,29388545,93416,Circle Graph,0,4,63
77957,29388649,93393,Circle Graph,0,4,64
77957,29388705,93442,Circle Graph,0,4,65
77957,29388754,93400,Circle Graph,0,4,66
77958,23186366,93380,Circle Graph,0,0,0
77958,23187142,93409,Circle Graph,1,0,1
77958,23187430,93373,Circle Graph,0,1,1
77958,23536479,93401,Circle Graph,1,1,2
77958,24709565,93383,Circle Graph,0,2,2
77958,24740350,93440,Circle Graph,0,2,3
77958,24740456,93435,Circle Graph,0,2,4
77958,24740523,93389,Circle Graph,0,2,5
77958,24740667,93424,Circle Graph,0,2,6
77958,24740777,93463,Circle Graph,0,2,7
77958,24740858,93394,Circle Graph,0,2,8
77958,28766606,93417,Circle Graph,0,2,9
77958,28766701,93451,Circle Graph,0,2,10
77958,29836415,93442,Circle Graph,0,2,11
77958,29836439,93422,Circle Graph,0,2,12
77958,29836458,93431,Circle Graph,0,2,13
77958,29836468,93388,Circle Graph,0,2,14
77958,29836511,93401,Circle Graph,0,2,15
77958,29836542,93447,Circle Graph,0,2,16
77958,29836567,93427,Circle Graph,0,2,17
77958,29925444,93468,Circle Graph,0,2,18
77958,29925875,93423,Circle Graph,0,2,19
77958,29927365,93379,Circle Graph,0,2,20
77958,29927730,93432,Circle Graph,0,2,21
77958,29928242,93372,Circle Graph,0,2,22
77958,29928317,93441,Circle Graph,0,2,23
77958,29928387,93382,Circle Graph,0,2,24
77958,29928481,93426,Circle Graph,0,2,25
77958,30750227,93457,Circle Graph,0,2,26
77958,30750416,93386,Circle Graph,1,2,27
77958,30750600,93444,Circle Graph,1,3,27
77958,30750712,93384,Circle Graph,1,4,27
77960,22038024,93453,Circle Graph,0,0,0
77960,22041554,93389,Circle Graph,0,0,1
77960,22041621,93384,Circle Graph,0,0,2
77960,22041670,93397,Circle Graph,0,0,3
77960,22041821,93451,Circle Graph,0,0,4
77960,22041909,93424,Circle Graph,0,0,5
77960,22041985,93401,Circle Graph,0,0,6
77960,22042223,58548,Circle Graph,0,0,7
77960,22042446,58566,Circle Graph,0,0,8
77960,22043106,58557,Circle Graph,0,0,9
77960,22043790,57650,Circle Graph,0,0,10
77960,22045253,58545,Circle Graph,0,0,11
77962,22132854,93468,Circle Graph,1,0,0
77962,22133014,93469,Circle Graph,1,1,0
77962,22133227,93458,Circle Graph,1,2,0
77962,22133423,57716,Circle Graph,1,3,0
77962,22133580,58587,Circle Graph,1,4,0
77962,22133789,58560,Circle Graph,1,5,0
77962,22133958,47049,Circle Graph,0,6,0
77962,22134151,57668,Circle Graph,1,6,1
77962,22134209,57701,Circle Graph,0,7,1
77962,22134473,47141,Circle Graph,0,7,2
77962,22134705,47105,Circle Graph,0,7,3
77963,22853001,93431,Circle Graph,0,0,0
77963,22853563,93381,Circle Graph,1,0,1
77963,22853914,93374,Circle Graph,1,1,1
77963,22854176,93470,Circle Graph,0,2,1
77963,22854489,93393,Circle Graph,1,2,2
77963,22854771,93462,Circle Graph,1,3,2
77963,22855010,93429,Circle Graph,1,4,2
77963,23200101,93450,Circle Graph,0,5,2
77963,23200233,93382,Circle Graph,0,5,3
77963,23200639,93442,Circle Graph,0,5,4
77963,23200933,93444,Circle Graph,0,5,5
77963,23201075,93462,Circle Graph,1,5,6
77963,23201113,93439,Circle Graph,1,6,6
77963,23201172,93398,Circle Graph,0,7,6
77963,23543966,93410,Circle Graph,0,7,7
77963,23544100,93404,Circle Graph,0,7,8
77963,23544176,93463,Circle Graph,0,7,9
77963,23544261,93372,Circle Graph,1,7,10
77963,23544293,93422,Circle Graph,1,8,10
77963,23544342,93391,Circle Graph,1,9,10
77965,23186281,93432,Circle Graph,0,0,0
77965,23186381,93399,Circle Graph,1,0,1
77965,23186563,93433,Circle Graph,0,1,1
77965,23186793,93460,Circle Graph,0,1,2
77965,23186918,93384,Circle Graph,1,1,3
77965,23187036,93466,Circle Graph,0,2,3
77965,23187457,93454,Circle Graph,1,2,4
77965,23187585,93401,Circle Graph,1,3,4
77965,25074128,93461,Circle Graph,0,4,4
77965,25074214,93452,Circle Graph,0,4,5
77965,25074415,93429,Circle Graph,0,4,6
77965,25074529,93410,Circle Graph,0,4,7
77965,25074696,93436,Circle Graph,1,4,8
77965,25074922,93463,Circle Graph,0,5,8
77965,25075073,93394,Circle Graph,1,5,9
77965,25075278,93407,Circle Graph,1,6,9
77965,25317625,93464,Circle Graph,0,7,9
77965,25318220,93450,Circle Graph,1,7,10
77965,25318388,93447,Circle Graph,1,8,10
77965,25318443,93413,Circle Graph,1,9,10
77966,22849521,93426,Circle Graph,0,0,0
77966,22849736,93462,Circle Graph,0,0,1
77966,22850033,93392,Circle Graph,1,0,2
77966,22850126,93378,Circle Graph,1,1,2
77966,22850210,93405,Circle Graph,1,2,2
77967,22133264,93438,Circle Graph,0,0,0
77967,22133938,93463,Circle Graph,1,0,1
77967,22133988,93374,Circle Graph,1,1,1
77967,22134038,93389,Circle Graph,1,2,1
77967,22134086,58545,Circle Graph,1,3,1
77967,22134308,57644,Circle Graph,0,4,1
77967,22135016,57704,Circle Graph,1,4,2
77967,22135319,58542,Circle Graph,0,5,2
77967,22135610,58584,Circle Graph,1,5,3
77967,22135642,57710,Circle Graph,0,6,3
77967,22136006,47066,Circle Graph,0,6,4
77967,22136433,47054,Circle Graph,1,6,5
77967,22136518,57683,Circle Graph,0,7,5
77967,25916845,58554,Circle Graph,0,7,6
77967,25917071,58566,Circle Graph,1,7,7
77967,25917082,58521,Circle Graph,0,8,7
77970,22849629,93378,Circle Graph,1,0,0
77970,22849926,93463,Circle Graph,0,1,0
77970,22850271,93390,Circle Graph,1,1,1
77970,22850329,93389,Circle Graph,1,2,1
77970,22850393,93380,Circle Graph,1,3,1
77973,22037688,93403,Circle Graph,0,0,0
77973,22038337,93425,Circle Graph,0,0,1
77973,22038734,93435,Circle Graph,1,0,2
77973,22039062,93389,Circle Graph,0,1,2
77973,22039621,93372,Circle Graph,1,1,3
77973,22039965,93391,Circle Graph,1,2,3
77973,22040199,93436,Circle Graph,1,3,3
77973,22041541,57677,Circle Graph,1,4,3
77973,22042018,57653,Circle Graph,1,5,3
77973,22042144,58560,Circle Graph,0,6,3
77973,22042932,57659,Circle Graph,0,6,4
77973,22043600,57683,Circle Graph,1,6,5
78073,30059393,93455,Circle Graph,0,0,0
78073,30059413,93426,Circle Graph,1,0,1
78073,30059420,93398,Circle Graph,1,1,1
78073,30059433,93395,Circle Graph,0,2,1
78073,30059460,93397,Circle Graph,1,2,2
78073,30059467,93423,Circle Graph,1,3,2
78073,30059472,93411,Circle Graph,1,4,2
78073,30098589,58560,Circle Graph,0,5,2
78073,30098650,57698,Circle Graph,0,5,3
78073,30098737,58587,Circle Graph,1,5,4
78073,30098744,57656,Circle Graph,1,6,4
78073,30098749,57692,Circle Graph,1,7,4
78073,30195530,47063,Circle Graph,0,8,4
78073,30195693,47114,Circle Graph,1,8,5
78073,30195820,57719,Circle Graph,1,9,5
78073,30195859,57707,Circle Graph,1,10,5
78073,30234921,147946,Circle Graph,1,11,5
78073,30234928,147938,Circle Graph,1,12,5
78073,30234945,147962,Circle Graph,1,13,5
78073,30234971,147976,Circle Graph,1,14,5
78073,30234978,147942,Circle Graph,1,15,5
78504,27414037,92344,Circle Graph,0,0,0
78575,28298428,92329,Circle Graph,0,0,0
78575,28300147,92348,Circle Graph,0,0,1
78579,28299535,92351,Circle Graph,0,0,0
78582,27414330,92347,Circle Graph,0,0,0
78588,27412683,92351,Circle Graph,0,0,0
78673,31394583,47141,Circle Graph,0,0,0
78673,31394877,47144,Circle Graph,1,0,1
78673,31394906,57704,Circle Graph,0,1,1
78673,31395005,57692,Circle Graph,1,1,2
78673,31395011,47156,Circle Graph,0,2,2
78673,31743731,58563,Circle Graph,1,2,3
78673,31743744,57680,Circle Graph,1,3,3
78675,26427637,47078,Circle Graph,1,0,0
78675,26427730,57674,Circle Graph,1,1,0
78675,30653047,57686,Circle Graph,1,2,0
78675,30653081,57719,Circle Graph,1,3,0
78785,23212466,93398,Circle Graph,0,0,0
78785,23212899,93455,Circle Graph,1,0,1
78785,23213133,93382,Circle Graph,1,1,1
78785,23213549,93412,Circle Graph,1,2,1
78785,23214092,93458,Circle Graph,0,3,1
78785,23215166,93385,Circle Graph,1,3,2
78785,23215413,93421,Circle Graph,1,4,2
78785,23215539,93403,Circle Graph,1,5,2
78803,22133141,93432,Circle Graph,0,0,0
78803,22133550,93446,Circle Graph,1,0,1
78803,22133780,93463,Circle Graph,1,1,1
78803,22133914,93404,Circle Graph,1,2,1
78803,22134115,58545,Circle Graph,1,3,1
78803,22134279,58557,Circle Graph,1,4,1
78803,22134386,57644,Circle Graph,1,5,1
78803,22134682,47150,Circle Graph,0,6,1
78803,22135052,57641,Circle Graph,1,6,2
78803,22135385,57677,Circle Graph,1,7,2
78803,22135675,57644,Circle Graph,1,8,2
