Row,lesson,namea,prod,cell,right,bug,help,choice,string,number,point,pknow-1,Pknow-2,pchange,time,timeSDnormed,timelast3SDnormed,timelast5SDnormed,notright,howmanywrong-up,helppct-up,wrongpct-up,timeperact-up,Prev3Count-up,Prev5Count-up,recent8help, recent5wrong,manywrong-up,asymptoteA-up,asymptoteB-up,Coder,Unique-id
2361,CTA1Z12ZRAH,stuZ4epbt4,Skill128,R2C1,1,0,0,0,0,0,0,-1.0,0.999999998,1,16,0.582040816,-1.260497581,-1.263380642,0,2,0,0,5.25,2,2,0,2,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-3
2391,CTA1Z12ZRAH,stuZ4epbt4,Skill102,yMax,1,0,0,0,0,0,0,-1.0,0.999999354,1,13,0.025278059,-0.420778244,-0.411689755,0,3,0,0,9.263157895,1,1,0,2,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-25
2392,CTA1Z12ZRAH,stuZ4epbt4,Skill104,yScale,1,0,0,0,0,0,0,0.999998453,0.999998453,0,6,-0.143602629,-0.313851459,-0.226689474,0,2,0,0,9.222222222,0,0,0,2,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-25
2393,CTA1Z12ZRAH,stuZ4epbt4,Skill104,yScale,1,0,0,0,0,0,0,-1.0,0.999998453,1,14,0.835137225,-0.019812364,-0.539102814,0,2,0,0,9.7,1,1,0,1,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-25
2428,CTA1Z12ZRAH,stuZ4epbt4,Skill108,R6C3,1,0,0,0,0,0,0,1.0,1.0,0,12,0.224587547,-2.058335505,-2.176626931,0,0,0,0,10.2,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-47
2429,CTA1Z12ZRAH,stuZ4epbt4,Skill16,N501x300strategic,1,0,0,0,0,0,0,0.888286674,0.888286674,0,28,0.0,-0.921197734,-2.057258138,0,0,0,0,28.0,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-47
2470,CTA1Z12ZRAH,stuZ4epbt4,Skill149,R3C3,0,1,0,0,0,0,0,-1.0,0.999999994,1,9,-0.210558033,1.272403882,0.040167882,1,13,0,10,17.04166667,2,2,0,2,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-69
2471,CTA1Z12ZRAH,stuZ4epbt4,Skill149,R3C3,1,0,0,0,0,0,0,-1.0,0.999999994,1,8,-0.28950223,-1.411698806,0.343683923,0,13,0,0,16.68,2,3,0,3,1,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-69
2472,CTA1Z12ZRAH,stuZ4epbt4,Skill108,R4C1,1,0,0,0,0,0,0,1.0,1.0,0,4,-0.647050082,-0.947450886,0.772343619,0,3,0,0,9.904761905,0,0,0,3,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-69
2508,CTA1Z12ZRAH,stuZ4epbt4,Skill136,R1C3,1,0,0,0,0,0,0,-1.0,1.0,1,7,-0.484796978,-0.164942061,0.030025715,0,1,0,0,9.625,1,1,0,1,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-91
2509,CTA1Z12ZRAH,stuZ4epbt4,Skill144,R2C1,1,0,0,0,0,0,0,1.0,1.0,0,6,-0.348571429,-0.771006008,-0.908394844,0,3,0,0,5.25,0,0,0,1,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-91
2551,CTA1Z12ZRAH,stuZ4epbt4,Skill136,R1C2,1,0,0,0,0,0,0,1.0,1.0,0,0,-0.946586764,-1.045830289,-1.818918951,0,1,0,0,9.058823529,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-113
2552,CTA1Z12ZRAH,stuZ4epbt4,Skill144,R2C3,1,0,0,0,0,0,0,1.0,1.0,0,6,0.13382716,-1.802220974,-2.436408906,0,0,0,0,4.823529412,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-113
2553,CTA1Z12ZRAH,stuZ4epbt4,Skill136,R1C3,1,0,0,0,0,0,0,1.0,1.0,0,0,-0.935599622,-0.854516263,-1.858589892,0,1,0,0,8.555555556,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-113
2554,CTA1Z12ZRAH,stuZ4epbt4,Skill146,R3C1,1,0,0,0,0,0,0,0.999999999,0.999999999,0,1,-0.718161926,-1.748359226,-2.603993436,0,0,0,0,1.555555556,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-113
2555,CTA1Z12ZRAH,stuZ4epbt4,Skill149,R3C2,1,0,0,0,0,0,0,1.0,1.0,0,44,0.846873875,-1.519934387,-2.508277811,0,2,0,0,17.64285714,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_iellyr-03.31.2011_at_09:24:55-113
2621,CTA1Z12ZT,stuZ4lil98,Skill91,R7C2,1,0,0,0,0,0,0,0.888286674,0.888286674,0,0,-0.86737481,-1.201824599,-1.822040766,0,0,0,0,0.0,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-19
2622,CTA1Z12ZT,stuZ4lil98,Skill91,R7C3,1,0,0,0,0,0,0,0.988464307,0.988464307,0,0,-0.740959895,-2.063460528,-2.88842466,0,0,0,0,0.0,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-19
2623,CTA1Z12ZT,stuZ4lil98,Skill124,Series1Label,1,0,0,0,0,0,0,0.888286674,0.888286674,0,13,-0.15969257,-2.285786883,-2.810159304,0,0,0,0,13.0,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-19
2624,CTA1Z12ZT,stuZ4lil98,Skill124,Series2Label,1,0,0,0,0,0,0,0.988464307,0.988464307,0,8,-0.335051546,-1.768027276,-2.964112993,0,0,0,0,10.5,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-19
2668,CTA1Z12ZT,stuZ4lil98,Skill84,Series2AddCurve,1,0,0,0,0,0,0,0.999899152,0.999899152,0,3,-0.599662637,-0.390505328,-1.998840033,0,0,0,0,6.25,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-39
2669,CTA1Z12ZT,stuZ4lil98,Skill122,XLabel,1,0,0,0,0,0,0,0.988464307,0.988464307,0,3,-0.636673048,-1.130585191,-1.73112786,0,0,0,0,11.5,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-39
2670,CTA1Z12ZT,stuZ4lil98,Skill125,XUnit,1,0,0,0,0,0,0,0.888286674,0.888286674,0,2,0.07027027,-1.653856177,-1.626841013,0,0,0,0,2.0,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-39
2671,CTA1Z12ZT,stuZ4lil98,Skill119,YLabel,1,0,0,0,0,0,0,0.988464307,0.988464307,0,7,-0.357133448,-1.166065415,-1.696987969,0,0,0,0,5.5,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-39
2672,CTA1Z12ZT,stuZ4lil98,Skill102,xMax,0,0,0,0,0,0,0,0.965894702,0.965894702,0,7,-0.359191559,-0.923536226,-1.940719354,1,1,0,1,10.0,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-39
2712,CTA1Z12ZT,stuZ4lil98,Skill24,N550x57200strategic,1,0,0,0,0,0,0,0.999999128,0.999999128,0,4,-0.318181818,2.34489207,4.489533753,0,0,0,0,4.0,0,0,0,3,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-59
2733,CTA1Z12ZT,stuZ4lil98,Skill24,N550x17615strategic,1,0,0,0,0,0,0,0.999999999,0.999999999,0,5,-0.115384615,-0.96122877,-1.669182244,0,0,0,0,4.222222222,0,0,0,1,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-79
2734,CTA1Z12ZT,stuZ4lil98,Skill115,R5C1,0,1,0,0,0,0,0,-1.0,0.999992431,1,9,-0.282196374,-0.363734836,-1.64593121,1,11,0,7,14.52941176,1,3,0,0,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-79
2735,CTA1Z12ZT,stuZ4lil98,Skill115,R5C1,1,0,0,0,0,0,0,-1.0,0.999992431,1,4,-0.641098187,-0.363734836,-1.35880976,0,11,0,0,13.94444444,1,3,0,1,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-79
2824,CTA1Z12ZT,stuZ4lil98,Skill91,R4C2,1,0,0,0,0,0,0,0.999999919,0.999999919,0,0,-0.879214307,-0.310457165,-0.558632347,0,1,0,0,0.0,0,0,0,2,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-21
2825,CTA1Z12ZT,stuZ4lil98,Skill91,R4C3,1,0,0,0,0,0,0,0.999999992,0.999999992,0,0,-0.814542108,-1.240766362,-1.78925437,0,0,0,0,0.0,0,0,0,1,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-21
2826,CTA1Z12ZT,stuZ4lil98,Skill7,N14x866strategic,1,0,0,0,0,0,0,0.888286674,0.888286674,0,27,0.460869565,-1.732727825,-2.004213579,0,0,0,0,27.0,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-21
2869,CTA1Z12ZT,stuZ4lil98,VALUE,N7008220x0strategic,0,0,0,0,0,0,0,0.227491469,0.227491469,0,17,0.0,2.118373343,1.131882404,1,1,0,2,10.5,0,0,0,2,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-43
2870,CTA1Z12ZT,stuZ4lil98,Skill25,N7208220x0strategic,1,0,0,0,0,0,0,0.999999919,0.999999919,0,10,-0.587275693,2.611618813,1.456209697,0,0,0,0,32.42857143,0,0,0,2,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-43
2905,CTA1Z12ZT,stuZ4lil98,Skill140,yScale,1,0,0,0,0,0,0,-1.0,0.999999128,1,3,-0.537046329,-1.320930861,-1.609199505,0,0,0,0,3.6,2,2,0,2,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-65
2906,CTA1Z12ZT,stuZ4lil98,Skill140,yScale,1,0,0,0,0,0,0,-1.0,0.999999128,1,2,-0.652784747,-1.436669279,-2.447161664,0,0,0,0,3.454545455,2,3,0,1,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-65
2907,CTA1Z12ZT,stuZ4lil98,Skill140,yScale,1,0,0,0,0,0,0,-1.0,0.999999128,1,1,-0.768523164,-1.436669279,-2.510761936,0,0,0,0,3.25,2,4,0,0,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-65
2908,CTA1Z12ZT,stuZ4lil98,Skill133,Intersection1X,1,0,0,0,0,0,0,1.0,1.0,0,11,-0.067823344,-1.95835424,-2.85797719,0,0,0,0,6.636363636,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-65
2921,CTA1Z12ZRAH,stuZ4lwb76,Skill151,R4C3,0,1,0,0,0,0,0,0.28609832,0.28609832,0,2,-0.507591301,0.134823538,0.050996108,1,1,0,1,2.0,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-9
2922,CTA1Z12ZRAH,stuZ4lwb76,Skill1,R4C3,0,0,0,0,0,0,0,-1.0,0.28609832,1,9,0.641362331,-0.152558954,-0.104496428,1,2,0,1,9.0,1,1,0,1,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-9
2963,CTA1Z12ZRAH,stuZ4lwb76,Skill124,Series1Label,1,0,0,0,0,0,0,-1.0,0.888286674,1,14,-0.246735855,2.450212148,1.795979446,0,1,0,0,14.0,1,1,0,1,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-49
2964,CTA1Z12ZRAH,stuZ4lwb76,Skill124,Series2Label,1,0,0,0,0,0,0,0.888286674,0.888286674,0,12,-0.074485597,2.714106366,1.937531182,0,0,0,0,13.0,0,0,0,1,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-49
2991,CTA1Z12ZRAH,stuZ4lwb76,Skill101,R5C2,1,0,0,0,0,0,0,0.888286674,0.888286674,0,29,1.300261622,-0.970218503,-1.458168273,0,0,0,0,38.0,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.30.2011_at_13:53:11-1301507591000-69
3060,CTA1Z12ZRAH,stuZ4lwb76,Skill84,Series1AddCurve,1,0,0,0,0,0,0,0.999990623,0.999990623,0,9,-0.107142857,-0.732347763,-1.364413868,0,0,0,0,15.8,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-10
3061,CTA1Z12ZRAH,stuZ4lwb76,Skill84,Series2AddCurve,1,0,0,0,0,0,0,0.999999128,0.999999128,0,4,-0.49047619,-0.206518065,-1.033915002,0,0,0,0,13.83333333,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-10
3062,CTA1Z12ZRAH,stuZ4lwb76,Skill133,Intersection1X,1,0,0,0,0,0,0,0.851038909,0.851038909,0,4,-0.575948536,-0.600911229,-1.32996681,0,1,0,0,8.666666667,0,0,0,0,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-10
3097,CTA1Z12ZRAH,stuZ4lwb76,Skill115,R7C1,0,0,0,0,0,0,0,-1.0,0.99201777,1,3,-0.747929711,1.136188716,1.213995546,1,9,0,0,10.875,1,1,0,3,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-32
3098,CTA1Z12ZRAH,stuZ4lwb76,Skill1,R7C1,0,0,0,0,0,0,0,-1.0,0.84526763,1,1,-0.873964856,0.02673587,-0.462868176,1,10,0,0,9.125,2,2,0,3,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-32
3099,CTA1Z12ZRAH,stuZ4lwb76,Skill1,R7C1,0,0,0,0,0,0,0,-1.0,0.84526763,1,5,-0.621894567,-1.172490406,-0.485705851,1,11,0,0,8.96,3,3,0,3,1,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-32
3129,CTA1Z12ZRAH,stuZ4lwb76,Skill84,Series2AddCurve,1,0,0,0,0,0,0,0.999999992,0.999999992,0,8,-0.082857143,-1.049452448,-2.0140919,0,0,0,0,12.75,0,0,0,1,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-54
3130,CTA1Z12ZRAH,stuZ4lwb76,Skill133,Intersection1X,1,0,0,0,0,0,0,0.998493648,0.998493648,0,15,0.356964684,-0.584268078,-1.831003933,0,1,0,0,8.5,0,0,0,1,0,0,0,awagner,awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-54
